name,rating,price,screen size,resolution,refresh rate,response time (G2G),panel type,aspect ratio,link
"Asus ASUSPRO C422AQH 21.5"" 1920 x 1080 60 Hz Monitor",5.0,,"21.5""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Asus+ASUSPRO+C422AQH+21.5%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP V194 18.5"" 1366 x 768 60 Hz Monitor",,,"18.5""",1366 x 768,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=HP+V194+18.5%22+1366+x+768+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"BenQ EW2780 27.0"" 1920 x 1080 60 Hz Monitor",,$199.99,"27""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B07Y46D15P?tag=bgfg-pc-builder-us-20
"HP EliteDisplay E240C 23.8"" 1920 x 1080 Monitor",,,"23.8""",1920 x 1080,N/A,7 ms,IPS,16:9,https://www.amazon.com/s?k=HP+EliteDisplay+E240C+23.8%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"HP P244 23.8"" 1920 x 1080 60 Hz Monitor",,,"23.8""",1920 x 1080,60 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=HP+P244+23.8%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Planar PLL2250MW 21.5"" 1920 x 1080 60 Hz Monitor",,$137.03,"21.5""",1920 x 1080,60 Hz,12.5 ms,IPS,16:9,https://www.amazon.com/dp/B071XM6HHY?tag=bgfg-pc-builder-us-20
"Sceptre E205W-16003S 19.5"" 1600 x 900 75 Hz Monitor",,,"19.5""",1600 x 900,75 Hz,3.5 ms,TN,16:9,https://www.amazon.com/s?k=Sceptre+E205W-16003S+19.5%22+1600+x+900+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VG2455 24.0"" 1920 x 1080 60 Hz Monitor",,$239.99,"24""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B07JVKS8JQ?tag=bgfg-pc-builder-us-20
"Philips 246E9QJAB/00 23.8"" 1920 x 1080 75 Hz Monitor",4.4,,"23.8""",1920 x 1080,75 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Philips+246E9QJAB%2F00+23.8%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer Predator X27 Pbmiphzx 27.0"" 3840 x 2160 144 Hz Monitor",5.0,,"27""",3840 x 2160,144 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Acer+Predator+X27+Pbmiphzx+27.0%22+3840+x+2160+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI Optix MAG272CR 27.0"" 1920 x 1080 165 Hz Curved Monitor",4.5,,"27""",1920 x 1080,165 Hz,1 ms,VA,16:9,https://www.amazon.com/s?k=MSI+Optix+MAG272CR+27.0%22+1920+x+1080+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Deco Gear VIEW101 35.0"" 2560 x 1080 144 Hz Curved Monitor",,,"35""",2560 x 1080,144 Hz,4 ms,VA,21:9,https://www.amazon.com/s?k=Deco+Gear+VIEW101+35.0%22+2560+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VX2776-4K-MHD 27.0"" 3840 x 2160 Monitor",,$332.99,"27""",3840 x 2160,N/A,4 ms,IPS,16:9,https://www.amazon.com/dp/B07RWD1JQ6?tag=bgfg-pc-builder-us-20
"Acer SB270 Bbix 27.0"" 1920 x 1080 75 Hz Monitor",,$248.00,"27""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B07KQKGP6W?tag=bgfg-pc-builder-us-20
"Dell E2420H 23.8"" 1920 x 1080 60 Hz Monitor",,,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Dell+E2420H+23.8%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"iiyama GB3461WQSU-B1 34.0"" 3440 x 1440 144 Hz Monitor",4.7,,"34""",3440 x 1440,144 Hz,N/A,IPS,21:9,https://www.amazon.com/s?k=iiyama+GB3461WQSU-B1+34.0%22+3440+x+1440+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic ELITE XG270QC 27.0"" 2560 x 1440 165 Hz Curved Monitor",5.0,$224.99,"27""",2560 x 1440,165 Hz,3 ms,VA,16:9,https://www.amazon.com/dp/B07VKPWYQ5?tag=bgfg-pc-builder-us-20
"AXM 2798 27.0"" 2560 x 1440 144 Hz Monitor",,,"27""",2560 x 1440,144 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=AXM+2798+27.0%22+2560+x+1440+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell SE2719HR 27.0"" 1920 x 1080 75 Hz Monitor",3.0,,"27""",1920 x 1080,75 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Dell+SE2719HR+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer KA272U biipx 27.0"" 2560 x 1440 75 Hz Monitor",,$196.11,"27""",2560 x 1440,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B08JQSBNYH?tag=bgfg-pc-builder-us-20
"Acer VG280K bmiipx 28.0"" 3840 x 2160 60 Hz Monitor",,,"28""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Acer+VG280K+bmiipx+28.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Monoprice Zero-G 27.0"" 2560 x 1440 144 Hz Monitor",,$189.99,"27""",2560 x 1440,144 Hz,6 ms,VA,16:9,https://www.amazon.com/s?k=Monoprice+Zero-G+27.0%22+2560+x+1440+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP X24i 23.8"" 1920 x 1080 144 Hz Monitor",,$199.00,"23.8""",1920 x 1080,144 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B08H166L6G?tag=bgfg-pc-builder-us-20
"Acer CB282K smiiprx 28.0"" 3840 x 2160 60 Hz Monitor",4.7,$349.99,"28""",3840 x 2160,60 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B087GS7188?tag=bgfg-pc-builder-us-20
"Samsung G7 LC32T550FDNXZA 31.5"" 1920 x 1080 75 Hz Curved Monitor",,$249.99,"31.5""",1920 x 1080,75 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B086VR4QR4?tag=bgfg-pc-builder-us-20
"Acer XZ242Q Sbmiiphx 23.6"" 1920 x 1080 165 Hz Curved Monitor",,,"23.6""",1920 x 1080,165 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=Acer+XZ242Q+Sbmiiphx+23.6%22+1920+x+1080+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"VIOTEK NB32CB 32.0"" 1920 x 1080 75 Hz Curved Monitor",,,"32""",1920 x 1080,75 Hz,5 ms,VA,16:9,https://www.amazon.com/s?k=VIOTEK+NB32CB+32.0%22+1920+x+1080+75+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"VIOTEK SUW49DA 49.0"" 5120 x 1440 120 Hz Curved Monitor",,$847.99,"49""",5120 x 1440,120 Hz,8 ms,VA,32:9,https://www.amazon.com/dp/B08FCPJKJV?tag=bgfg-pc-builder-us-20
"Acer XZ342CK Pbmiiphx 34.0"" 3440 x 1440 144 Hz Curved Monitor",5.0,$449.99,"34""",3440 x 1440,144 Hz,N/A,VA,21:9,https://www.amazon.com/dp/B08BW3XS12?tag=bgfg-pc-builder-us-20
"ViewSonic VA2456-mhd 23.8"" 1920 x 1080 60 Hz Monitor",,$139.99,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B07B863WTB?tag=bgfg-pc-builder-us-20
"AOC AGON PD27 27.0"" 2560 x 1440 240 Hz Curved Monitor",5.0,$759.99,"27""",2560 x 1440,240 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B08FJGH8DJ?tag=bgfg-pc-builder-us-20
"Lenovo 65F8GCC1US 31.5"" 2560 x 1440 75 Hz Monitor",,$239.99,"31.5""",2560 x 1440,75 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B084VTBQDF?tag=bgfg-pc-builder-us-20
"Lenovo Legion Y27gq-20 27.0"" 2560 x 1440 165 Hz Monitor",,$398.01,"27""",2560 x 1440,165 Hz,1 ms,TN,16:9,https://www.amazon.com/dp/B07XQLQYCK?tag=bgfg-pc-builder-us-20
"Gigabyte M27F 27.0"" 1920 x 1080 144 Hz Monitor",,,"27""",1920 x 1080,144 Hz,N/A,N/A,16:9,https://www.amazon.com/s?k=Gigabyte+M27F+27.0%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Monoprice Dark Matter 27.0"" 2560 x 1440 180 Hz Monitor",,$229.99,"27""",2560 x 1440,180 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Monoprice+Dark+Matter+27.0%22+2560+x+1440+180+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Monoprice Dark Matter 34.0"" 3440 x 1440 165 Hz Curved Monitor",,$499.99,"34""",3440 x 1440,165 Hz,N/A,VA,21:9,https://www.amazon.com/s?k=Monoprice+Dark+Matter+34.0%22+3440+x+1440+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Pixio PX248PA 23.8"" 1920 x 1080 144 Hz Monitor",,,"23.8""",1920 x 1080,144 Hz,1 ms,IPS,16:9,https://www.amazon.com/s?k=Pixio+PX248PA+23.8%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung SD332 24.0"" 1920 x 1080 75 Hz Monitor",,,"24""",1920 x 1080,75 Hz,N/A,TN,16:9,https://www.amazon.com/s?k=Samsung+SD332+24.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung S70A 27.0"" 3840 x 2160 60 Hz Monitor",,$349.99,"27""",3840 x 2160,60 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B08YFLC3JD?tag=bgfg-pc-builder-us-20
"Samsung S70A 32.0"" 3840 x 2160 60 Hz Monitor",,$329.99,"32""",3840 x 2160,60 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B08V6MNW9P?tag=bgfg-pc-builder-us-20
"Samsung UE570 28.0"" 3840 x 2160 Monitor",,$349.99,"28""",3840 x 2160,N/A,N/A,TN,16:9,https://www.amazon.com/s?k=Samsung+UE570+28.0%22+3840+x+2160+Monitor&tag=bgfg-pc-builder-us-20
"Acer ED323QU Pbmiippx 31.5"" 2560 x 1440 165 Hz Curved Monitor",,$249.99,"31.5""",2560 x 1440,165 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B09XJ2VGCC?tag=bgfg-pc-builder-us-20
"Acer XZ325QU PBMIIPHX 31.5"" 2560 x 1440 165 Hz Curved Monitor",,,"31.5""",2560 x 1440,165 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=Acer+XZ325QU+PBMIIPHX+31.5%22+2560+x+1440+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"LG 29WK50S-P 29.0"" 2560 x 1080 75 Hz Monitor",,,"29""",2560 x 1080,75 Hz,N/A,IPS,21:9,https://www.amazon.com/s?k=LG+29WK50S-P+29.0%22+2560+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI Optix G251PF 24.5"" 1920 x 1080 165 Hz Monitor",,,"24.5""",1920 x 1080,165 Hz,1 ms,IPS,16:9,https://www.amazon.com/s?k=MSI+Optix+G251PF+24.5%22+1920+x+1080+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI Optix G272P 27.0"" 1920 x 1080 144 Hz Monitor",,,"27""",1920 x 1080,144 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=MSI+Optix+G272P+27.0%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI PRO MP271QP 27.0"" 2560 x 1440 60 Hz Monitor",,,"27""",2560 x 1440,60 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=MSI+PRO+MP271QP+27.0%22+2560+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI PRO MP273W 27.0"" 1920 x 1080 75 Hz Monitor",,$169.99,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0B94S3QNK?tag=bgfg-pc-builder-us-20
"ViewSonic VX2468-PC-MHD 24.0"" 1920 x 1080 165 Hz Curved Monitor",,$127.48,"24""",1920 x 1080,165 Hz,2 ms,VA,16:9,https://www.amazon.com/dp/B08QMNKQZN?tag=bgfg-pc-builder-us-20
"Asus ROG Strix XG279Q 27.0"" 2560 x 1440 170 Hz Monitor",,$509.00,"27""",2560 x 1440,170 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B083Z8JXW6?tag=bgfg-pc-builder-us-20
"Asus VL279HE 27.0"" 1920 x 1080 75 Hz Monitor",,$174.00,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B085HLDX1Z?tag=bgfg-pc-builder-us-20
"Acer V247W 24.0"" 1920 x 1200 75 Hz Monitor",,$198.98,"24""",1920 x 1200,75 Hz,N/A,IPS,16:10,https://www.amazon.com/s?k=Acer+V247W+24.0%22+1920+x+1200+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer K273 BI 27.0"" 1920 x 1080 75 Hz Monitor",,,"27""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Acer+K273+BI+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo Y32p-30 31.5"" 3840 x 2160 144 Hz Monitor",,$749.99,"31.5""",3840 x 2160,144 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Lenovo+Y32p-30+31.5%22+3840+x+2160+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Philips Creator 27E2F7901 27.0"" 3840 x 2160 60 Hz Monitor",,$399.99,"27""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Philips+Creator+27E2F7901+27.0%26quot%3B+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP E24i G4 24.0"" 1920 x 1200 60 Hz Monitor",,$249.00,"24""",1920 x 1200,60 Hz,5 ms,IPS,16:10,https://www.amazon.com/dp/B08TX62PLQ?tag=bgfg-pc-builder-us-20
"MSI OPTIX MAG270VC2 27.0"" 1920 x 1080 165 Hz Curved Monitor",,,"27""",1920 x 1080,165 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=MSI+OPTIX+MAG270VC2+27.0%26quot%3B+1920+x+1080+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Samsung T37F 27.0"" 1920 x 1080 75 Hz Monitor",,$299.99,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B08YGS5LJV?tag=bgfg-pc-builder-us-20
"YEYIAN Odraz 2000 27.0"" 1920 x 1080 165 Hz Monitor",,,"27""",1920 x 1080,165 Hz,1 ms,VA,16:9,https://www.amazon.com/s?k=YEYIAN+Odraz+2000+27.0%22+1920+x+1080+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer AOPEN 25XV2Q Fbmiiprx 24.5"" 1920 x 1080 390 Hz Monitor",,,"24.5""",1920 x 1080,390 Hz,0.5 ms,IPS,16:9,https://www.amazon.com/s?k=Acer+AOPEN+25XV2Q+Fbmiiprx+24.5%22+1920+x+1080+390+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Titan Army P2510H 24.5"" 1920 x 1080 240 Hz Monitor",,,"24.5""",1920 x 1080,240 Hz,1 ms,VA,16:9,https://www.amazon.com/s?k=Titan+Army+P2510H+24.5%22+1920+x+1080+240+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG 27UP850N-W 27.0"" 3840 x 2160 60 Hz Monitor",,$449.99,"27""",3840 x 2160,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0B195FXTD?tag=bgfg-pc-builder-us-20
"LG 34BQ60QC-B 34.0"" 3440 x 1440 60 Hz Curved Monitor",,$354.96,"34""",3440 x 1440,60 Hz,5 ms,IPS,21:9,https://www.amazon.com/dp/B0C64TZBGV?tag=bgfg-pc-builder-us-20
"Asus CG32UQ 31.5"" 3840 x 2160 60 Hz Monitor",,$971.99,"31.5""",3840 x 2160,60 Hz,5 ms,VA,16:9,https://www.amazon.com/dp/B081G15B4R?tag=bgfg-pc-builder-us-20
"Asus ROG Swift PG32UQ 32.0"" 3840 x 2160 144 Hz Monitor",,$999.00,"32""",3840 x 2160,144 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B09GP87QKN?tag=bgfg-pc-builder-us-20
"AOC U28G2XU2/BK 28.0"" 3840 x 2160 144 Hz Monitor",,,"28""",3840 x 2160,144 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=AOC+U28G2XU2%2FBK+28.0%26quot%3B+3840+x+2160+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Planar PXN2490MW 23.8"" 2560 x 1440 60 Hz Monitor",,$292.62,"23.8""",2560 x 1440,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/dp/B07HSS4QJH?tag=bgfg-pc-builder-us-20
"LG 32UP550-W 32.0"" 3840 x 2160 60 Hz Monitor",,$446.99,"32""",3840 x 2160,60 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B096TJ7QF2?tag=bgfg-pc-builder-us-20
"ViewSonic VP3881A 38.0"" 3840 x 1600 Curved Monitor",,$1289.99,"38""",3840 x 1600,N/A,5 ms,IPS,12:5,https://www.amazon.com/dp/B09HLDCWW8?tag=bgfg-pc-builder-us-20
"YEYIAN Sigurd 4000 34.0"" 3440 x 1440 165 Hz Curved Monitor",,,"34""",3440 x 1440,165 Hz,N/A,VA,21:9,https://www.amazon.com/s?k=YEYIAN+Sigurd+4000+34.0%22+3440+x+1440+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"HP E4U30A8#ABA 18.9"" 1280 x 1024 60 Hz Monitor",,$239.00,"18.9""",1280 x 1024,60 Hz,N/A,IPS,5:4,https://www.amazon.com/dp/B00HWI1YVC?tag=bgfg-pc-builder-us-20
"LG 34WK95U 34.0"" 5120 x 2160 60 Hz Monitor",,$1369.99,"34""",5120 x 2160,60 Hz,5 ms,IPS,64:27,https://www.amazon.com/dp/B07FT8ZBMR?tag=bgfg-pc-builder-us-20
"Monoprice Dark Matter 49.0"" 5120 x 1440 120 Hz Curved Monitor",,$999.99,"49""",5120 x 1440,120 Hz,4 ms,VA,32:9,https://www.amazon.com/s?k=Monoprice+Dark+Matter+49.0%22+5120+x+1440+120+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Acer CB242Y bmiprx 23.8"" 1920 x 1080 75 Hz Monitor",,$166.95,"23.8""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B091P853S7?tag=bgfg-pc-builder-us-20
"ViewSonic ELITE XG251G 25.0"" 1920 x 1080 360 Hz Monitor",,$389.99,"25""",1920 x 1080,360 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B09JT542QK?tag=bgfg-pc-builder-us-20
"LG 32BN50U-B 31.5"" 3840 x 2160 60 Hz Monitor",,$299.00,"31.5""",3840 x 2160,60 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B094D6R3BY?tag=bgfg-pc-builder-us-20
"Samsung S80PB 27.0"" 3840 x 2160 60 Hz Monitor",,$349.77,"27""",3840 x 2160,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0BR7RRQYC?tag=bgfg-pc-builder-us-20
"Dell U2711 27.0"" 2560 x 1440 60 Hz Monitor",5.0,$846.00,"27""",2560 x 1440,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/dp/B0039648BO?tag=bgfg-pc-builder-us-20
"LG 19M35D-B 18.5"" 1366 x 768 60 Hz Monitor",2.0,$154.99,"18.5""",1366 x 768,60 Hz,5 ms,TN,16:9,https://www.amazon.com/dp/B00HWHRHH8?tag=bgfg-pc-builder-us-20
"Dell S2419H 24.0"" 1920 x 1080 60 Hz Monitor",3.0,$339.99,"24""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B07DD4FM8Q?tag=bgfg-pc-builder-us-20
"BenQ SW240 24.1"" 1920 x 1200 60 Hz Monitor",,$399.00,"24.1""",1920 x 1200,60 Hz,5 ms,IPS,16:10,https://www.amazon.com/dp/B07CCQGFFG?tag=bgfg-pc-builder-us-20
"MSI Creator PS321QR 32.0"" 2560 x 1440 165 Hz Monitor",,$803.18,"32""",2560 x 1440,165 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B08L77J9M8?tag=bgfg-pc-builder-us-20
"MSI Modern MD241P 23.8"" 1920 x 1080 75 Hz Monitor",,$152.97,"23.8""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B096H8SZ6V?tag=bgfg-pc-builder-us-20
"MSI Modern MD272QP 27.0"" 2560 x 1440 75 Hz Monitor",,$289.99,"27""",2560 x 1440,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B0B5JWRZGT?tag=bgfg-pc-builder-us-20
"Lenovo 66C9UAC1EU 31.5"" 3840 x 2160 60 Hz Monitor",,,"31.5""",3840 x 2160,60 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Lenovo+66C9UAC1EU+31.5%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"BenQ PD2705UA 27.0"" 3840 x 2160 60 Hz Monitor",,$599.99,"27""",3840 x 2160,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0BTTVDKPS?tag=bgfg-pc-builder-us-20
"LG 27BK550Y-I 27.0"" 1920 x 1080 75 Hz Monitor",,$109.00,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B07MYKC2FX?tag=bgfg-pc-builder-us-20
"Samsung F24T454GYN 24.0"" 1920 x 1200 75 Hz Monitor",,$209.99,"24""",1920 x 1200,75 Hz,N/A,IPS,16:10,https://www.amazon.com/s?k=Samsung+F24T454GYN+24.0%26quot%3B+1920+x+1200+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung ViewFinity S65UA 34.0"" 3440 x 1440 100 Hz Curved Monitor",,$420.25,"34""",3440 x 1440,100 Hz,8 ms,VA,21:9,https://www.amazon.com/dp/B0BF7DSGWC?tag=bgfg-pc-builder-us-20
"ViewSonic VX2453mh-LED 24.0"" 1920 x 1080 Monitor",4.5,,"24""",1920 x 1080,N/A,2 ms,N/A,16:9,https://www.amazon.com/s?k=ViewSonic+VX2453mh-LED+24.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Asus VS207D-P 19.5"" 1600 x 900 Monitor",,,"19.5""",1600 x 900,N/A,5 ms,TN,16:9,https://www.amazon.com/s?k=Asus+VS207D-P+19.5%22+1600+x+900+Monitor&tag=bgfg-pc-builder-us-20
"NEC EA244UHD-BK 24.0"" 3840 x 2160 60 Hz Monitor",5.0,,"24""",3840 x 2160,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/s?k=NEC+EA244UHD-BK+24.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer B247Y bmiprx 23.8"" 1920 x 1080 75 Hz Monitor",,$154.08,"23.8""",1920 x 1080,75 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B07GL27MC7?tag=bgfg-pc-builder-us-20
"Nixeus NX-EDG34S 34.0"" 3440 x 1440 144 Hz Curved Monitor",,$480.60,"34""",3440 x 1440,144 Hz,4 ms,VA,21:9,https://www.amazon.com/dp/B07ZG7R5BB?tag=bgfg-pc-builder-us-20
"Asus BE24EQK 23.8"" 1920 x 1080 60 Hz Monitor",,$189.99,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B088BC7QKY?tag=bgfg-pc-builder-us-20
"LG 24BK750Y-B 23.8"" 1920 x 1080 60 Hz Monitor",,$229.99,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B01MZHCBT9?tag=bgfg-pc-builder-us-20
"Samsung S34A650U 34.0"" 3440 x 1440 100 Hz Curved Monitor",,$549.99,"34""",3440 x 1440,100 Hz,5 ms,VA,21:9,https://www.amazon.com/dp/B08V71HXY3?tag=bgfg-pc-builder-us-20
"Asus VP229HE 21.5"" 1920 x 1080 75 Hz Monitor",4.0,$114.00,"21.5""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B08CYGSF9M?tag=bgfg-pc-builder-us-20
"Samsung S80A 27.0"" 3840 x 2160 60 Hz Monitor",,$469.99,"27""",3840 x 2160,60 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B08YGLPQB6?tag=bgfg-pc-builder-us-20
"HP E24m G4 24.0"" 1920 x 1080 75 Hz Monitor",,$348.99,"24""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B09QQRTQTZ?tag=bgfg-pc-builder-us-20
"BenQ GW2490 23.8"" 1920 x 1080 100 Hz Monitor",,$99.99,"23.8""",1920 x 1080,100 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0CP9THGP2?tag=bgfg-pc-builder-us-20
"AOC 2770VH1 27.0"" 1920 x 1080 Monitor",,,"27""",1920 x 1080,N/A,2 ms,N/A,16:9,https://www.amazon.com/s?k=AOC+2770VH1+27.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"ViewSonic VX2268WM 22.0"" 1680 x 1050 120 Hz Monitor",,,"22""",1680 x 1050,120 Hz,N/A,N/A,16:10,https://www.amazon.com/s?k=ViewSonic+VX2268WM+22.0%22+1680+x+1050+120+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung B2240W 22.0"" 1680 x 1050 Monitor",5.0,,"22""",1680 x 1050,N/A,5 ms,N/A,16:10,https://www.amazon.com/s?k=Samsung+B2240W+22.0%22+1680+x+1050+Monitor&tag=bgfg-pc-builder-us-20
"Dell P190S 19.0"" 1280 x 1024 60 Hz Monitor",3.5,$179.00,"19""",1280 x 1024,60 Hz,5 ms,N/A,5:4,https://www.amazon.com/dp/B002WWRC7I?tag=bgfg-pc-builder-us-20
"BenQ BL2201PU 22.0"" 1680 x 1050 Monitor",,,"22""",1680 x 1050,N/A,5 ms,TN,16:10,https://www.amazon.com/s?k=BenQ+BL2201PU+22.0%22+1680+x+1050+Monitor&tag=bgfg-pc-builder-us-20
"Compaq LA1905wg 19.0"" 1440 x 900 Monitor",,,"19""",1440 x 900,N/A,5 ms,TN,16:10,https://www.amazon.com/s?k=Compaq+LA1905wg+19.0%22+1440+x+900+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo ThinkVision L197 19.0"" 1440 x 900 Monitor",2.0,,"19""",1440 x 900,N/A,5 ms,N/A,16:10,https://www.amazon.com/s?k=Lenovo+ThinkVision+L197+19.0%22+1440+x+900+Monitor&tag=bgfg-pc-builder-us-20
"HP LA1951g 19.0"" 1280 x 1024 Monitor",,,"19""",1280 x 1024,N/A,5 ms,N/A,5:4,https://www.amazon.com/s?k=HP+LA1951g+19.0%22+1280+x+1024+Monitor&tag=bgfg-pc-builder-us-20
